Clinic Name,Address,State,Email,Google_Full_Address,Latitude,Longitude,Extracted_Pincode,Mapped_District,Brand_name,Clinic_Type
SHAI JEEVAN FERTILITY CENTRE,"TIRUNELVELI MAIN ROAD, THEREKALPUTHOOR",TAMIL NADU,drsrinivasahospitals@gmail.com,"Thirunelveli Main Road, National Highway, 47B, Therakalputhoor, Nagercoil, Tamil Nadu 629901",8.2014476,77.4345132,629901,Kanyakumari,SHAI,Independent
Shanmugam hospital,"Thevaram road,Bodinayakanur,Theni District",TAMIL NADU,suninth13@gmail.com,"284X+9HF, Amaravathi Nagar, Bodinayakanur, Tamil Nadu 625513",10.0059671,77.32831,625513,Madurai,SHANMUGAM,Independent
SHASHTHI  IVF  CENTRE,"IHK BUILDING ,MANDAKARAI",TAMIL NADU,shashthiivfcentre@gmail.com,"IHK Building, Mandhakarai, V. Marudur, Viluppuram, Tamil Nadu 605602",11.9475644,79.472955,605602,Viluppuram,SHASHTHI,Independent
SHEELA CLINIC,"117, EAST POWER HOUSE ROAD, COIMBATORE",TAMIL NADU,sheelahospital@gmail.com,"117, E Power House Rd, Tatabad, Coimbatore, Tamil Nadu 641012",11.0184768,76.9579813,641012,Coimbatore,SHEELA,Independent
Shenbagam Hospital,"No.2, Nadimuthu Nagar",TAMIL NADU,aeshikajobson0010@gmail.com,"363J+3GR, Manamelkudi, Tamil Nadu 614620",9.988326,77.3678518,614620,Thanjavur,SHENBAGAM,Independent
SHIVANI FERTILITY CENTRE,"THAMBIRAN MATERNITY & CHILDREN HOSPITAL,79/1,TALUK OFFICE ROAD,NEAR NEW BUS STAND,KARAIKUDI,",TAMIL NADU,tmch2012@gmail.com,"Taluk Office Rd, near Karaikudi New Bus Stand Road, Sekkalai, Karaikudi, Tamil Nadu 630001",10.0752922,78.7592202,630001,Sivaganga,SHIVANI,Independent
Sholai Medical Centre,"20,Perundurai Road ,Erode,Tamil Nadu.",TAMIL NADU,sholaimedicalcentreerode@gmail.com,"20, Perundurai Rd, opp. Sudha Hospital, V Chatram, Erode, Tamil Nadu 638011",11.3365882,77.6903039,638011,Erode,SHOLAI,Independent
SHRE  VENKTESWAR FERTILITY CENTRE  AND  ART  CLINIC,"SHRE  VENKTESWAR  HOSPITAL NO 16, KAMALALAYAM  WEST  BANK, THIRUVARUR",TAMIL NADU,svhtvr82@gmail.com,"Madappuram, Thiruvarur, Tamil Nadu 610001",10.7212837,79.2109518,610001,Thiruvarur,SHRE,Independent
Shree Chakra Clinic and Nursing Home,"New no 4 Old no 108, Ellaiamman Koil street, West Mambalam Chennai",TAMIL NADU,chakraclinic1985@gmail.com,"108, Ellaiamman Kovil St, Reddi Kuppam, West Mambalam, Chennai, Tamil Nadu 600033",13.0348903,80.2037849,600033,Chennai,SHREE,Chained
SHREE HOSPITAL,"718, PULIAKULAM MAIN ROAD, DAMU NAGAR,COIMBATORE",TAMIL NADU,gsivg@yahoo.co.in,"718, NH 181, Dhamu Nagar, Puliakulam, Coimbatore, Tamil Nadu 641045",11.0065461,76.9709108,641045,Coimbatore,SHREE,Chained
SHREE IVF CARE,"Plot No. 25 & 26 Pondy - Tindivanam Main Road Near Jipmer Check Post, Pattanur, Vanur T.K, Tamilnadu--605 111",TAMIL NADU,hemsesha@yahoo.com,"Navayuga Nagar, Mortandi, Pattanur, Tamil Nadu 605101",11.9728387,79.7704482,605101,Viluppuram,SHREE,Chained
shree kamatchi hospital,"300a,periyur road,near to govt head quarters hospial,usillampatti,madurai dt,tamilnadu",TAMIL NADU,drparimalammsog@gmail.com,"Peraiyur Road, near SBI ð, Usilampatti, Tamil Nadu 625532",9.9620504,77.767757,625532,Madurai,SHREE,Chained
SHRI BHARATHI NURSING HOME,NO 50 SHASTHRI NAGAR  ANNATHANAPATTI,TAMIL NADU,bharathimagaram@gmail.com,"50, Sankari Main Rd, Shastri Nagar, Annathanapatti, Salem, Tamil Nadu 636002",11.6420509,78.1218063,636002,Salem,SHRI,Chained
Shri Lakshmi Fertility center,"149/1A, PULLALAKOTTAI ROAD",TAMIL NADU,srilakshmifertilitycentre@gmail.com,"Chennai Tiruvallur High Rd, Hariram Nagar, Ma. Po. Si. Nagar, Kakkalur, Tamil Nadu 602001",11.2865866,76.2095364,602001,Tiruvallur,SHRI,Chained
SHRI RAM HOSPITAL,"54,GANDHI ROAD,SIVAKASI",TAMIL NADU,shriramhospitalsvks@gmail.com,"56 a, Gandhi Rd, Parapatti, Sivakasi, Tamil Nadu 626123",9.4458891,77.7808011,626123,Virudhunagar,SHRI,Chained
Shri Sai Speciality Clinic,"2/329, MAkoil street, MAnagar, Redhills, Chennai",TAMIL NADU,enquiries@shrisaispecialityclinic.com,"2/329, MA Koil street, M.A.Nagar, Chennai, Padianallur, Tamil Nadu 600052",13.2032561,80.1689796,600052,Chennai,SHRI,Chained
SIDDHARTH MATERNITY CENTRE,"46A, INDIRA NAGAR, METTUR",TAMIL NADU,smcmettur@gmail.com,"46A, Indira Nagar, Mettur, Tamil Nadu 636401",11.7873873,77.7804416,636401,Salem,SIDDHARTH,Independent
SIDHARAM MULTISPECIALITY CLINIC,"OLD.NO.2,NEW NO 4, GANDHI NAGAR, CANAL BANK ROAD,ADYAR,CHENNAI",TAMIL NADU,drramya99@yahoo.com,"2, Canal Bank Rd, Gandhi Nagar, Adyar, Chennai, Tamil Nadu 600020",13.0116623,80.228266,600020,Chennai,SIDHARAM,Independent
SIMS CHELLUM HOSPITAL,"31/3-C VIJAYARAGAVACHARI ROAD ,off.GANDHI ROAD ,SALEM",TAMIL NADU,simschellumhospital@gmail.com,"31/3c, Vijaya Raghavachary Road, off, Gandhi Rd, Salem, Tamil Nadu 636007",11.6698712,78.1352731,636007,Salem,SIM,Independent
SISU Hospital India Ltd,"3/303, SISU Hospital India Ltd, Kandhampatty Bye-Pass, Salem",TAMIL NADU,salemstarsisu@gmail.com,"3/303, Kandhampatty, By Pass, Salem, Tamil Nadu 636005",11.6506617,78.0998531,636005,Salem,SISU,Independent
SK HOSPITAL,"3/109-B NEHRU NAGAR,SELAM MAIN ROAD",TAMIL NADU,skhospitaldpi@gmail.com,"J5V4+R54, Sendarapatti, Gugai, Salem, Tamil Nadu 636006",11.6446725,78.0023793,636006,Salem,SK,Independent
SK HOSPITAL,"NEHRU NAGAR,SALEM MAIN ROAD,",TAMIL NADU,skhospitaldharmapuri@gmail.com,"36XJ+J55, Ayanavaram Road, United India Nagar, Tagore Nagar, Ayanavaram, Chennai, Tamil Nadu 600023",13.0990026,80.2278965,600023,Chennai,SK,Independent
Skanda Fertility and Womens Centre,2862/15 2nd floor Deen complex Marrys corner Thanjavur,TAMIL NADU,skandafertilitycentre@gmail.com,"2nd Floor, Marry's Corner, Railway Station, Deen Complex Building, Backside, Thanjavur, Tamil Nadu 613001",10.7762892,79.1381756,613001,Thanjavur,SKANDA,Independent
SKS womens centre and fertility foundation,"3rd floor, SKS lab building, 50/1 , Brindavan road, Fairlands, salem",TAMIL NADU,info@skswc.org,"50, 3rd Floor, SKS Towers, 1, Brindavan Rd, Salem, Tamil Nadu 636004",11.6708258,78.1233092,636004,Salem,SKS,Independent
SM SPECIALITY HOSPITAL,"6/2236 Kuttimani Nagar, Thiruvalluvar Avenue, No.1Tolgate",TAMIL NADU,smspecialityhospital@gmail.com,"6/2236 ,Kuttimani Nagar,Thiruvalluvar Avenue, Tiruchirapalli - Salem Main Rd, No 1 Tollgate, Tiruchirappalli, Tamil Nadu 621216",10.875861,78.6855701,621216,Trichy,SM,Independent
SM Test Tube Baby Center (A Unit Of Sm Hospital),"NO.3,Murugappa Layout, Mahalingapuram, Pollachi.",TAMIL NADU,smivfcenterpollachi@gmail.com,"No.3, Murugappa Layout Vijayaraghavan Street near Om Shakthi Temple Mahalingapuram, Pollachi, Tamil Nadu 642002",10.6642896,76.9985854,642002,Coimbatore,SM,Independent
SONIYAA FERTILITY CENTER,"NO:5 E2 E2 ROAD,OCPM 1ST STOP,CHINNA CHOKKIKULAM,MADURAI,TAMILNADU",TAMIL NADU,soniyaafertilitycentre@gmail.com,"7A, Kalpalam Rd, near Meenakshi College Road, Sellur, Goripalayam, Madurai, Tamil Nadu 625002",9.9278088,78.0455078,625002,Madurai,SONIYAA,Independent
Spring Fertility Fetocare Fetogene,"Tirunelveli Highroad, opp. Asirvadam petrol bunk, ozhuginasery, nagercoil",TAMIL NADU,springthecliniq@gmail.com,"Spring fertility centre, opp. Asirvadham Nadar Petrol Bunk, Therakalputhoor, Nagercoil, Tamil Nadu 629001",8.1959947,77.3525349,629001,Kanyakumari,SPRING,Independent
SREE ANDAL HOSPITAL,"39,BHARATHI NAGAR CHERANMAANAGAR,VILANKURICHI POST COIMBATORE",TAMIL NADU,dr.andal.suresh@gmail.com,"39, Bharathi Nagar, Vilankurichi Post, Cheran Maa Nagar, Coimbatore, Tamil Nadu 641051",11.0560221,76.9958229,641051,Coimbatore,ANDAL,Independent
Sree Mookambika Institute of Medical Sciences hospital,"V.P.M. Hospital Complex, Padanilam, Kulasekharam",TAMIL NADU,smimsmbbs@yahoo.co.in,"Padanilam, Kulasekharam, Tamil Nadu 629161",8.360608,77.2716627,629161,Kanyakumari,MOOKAMBIKA,Independent
"Sree Renga Fertility Centre, Unit of Sree Renga Hospital","No.12 Varada Reddy Street, Vedachala Nagar, Chengalpattu",TAMIL NADU,kppdr@yahoo.com,"No .12 Varada Reddy Street, Vedachalam Nagar, Chengalpattu, Tamil Nadu 603001",12.6896766,79.9586073,603001,Chengalpattu,RENGA,Independent
Sree Sai fertility clinic,"1B, Roja Nagar, Madhavaram, Chennai",TAMIL NADU,anitha.doc@gmail.com,"1st Floor, Mkdk Illam, Madavaram Red Hills Rd, Roja Nagar, Madhavaram, Chennai, Tamil Nadu 600060",13.1456846,80.2114188,600060,Chennai,SAI,Chained
SREE SARAN FERTILITY CENTER,"SREE SARAN MEDICAL CENTER, SF 259, POYAMPALAYAM PIRIVU, P.N ROAD, TIRUPUR",TAMIL NADU,admin@ssmchospital.com,"Bus Stop, 257, PN Rd, Raja Nagar, Poyampalayam, privu, Tiruppur, Tamil Nadu 641602",11.1489252,77.3442533,641602,Coimbatore,SARAN,Independent
SREEDEVI HOSPITAL AND FERTILITY CENTRE,"16/4,GANDHI ROAD, SRIRANGAM",TAMIL NADU,sdhandfc@yahoo.com,"No 16/4, 16 01, Gandhi Rd, Srirangam, Tiruchirappalli, Tamil Nadu 620006",10.8576059,78.6719472,620006,Trichy,SREEDEVI,Independent
Sri Annamalai Fertility and Endoscopic centre,"No-20, Sigil raja street, Kenikarai, Ramanathapuram, Tamilnadu-623501",TAMIL NADU,shivanihospital@gmail.com,"20, Sigil Raja Street, Kenikarai, Faisal Nagar, Ramanathapuram, Tamil Nadu 623504",9.36543,78.7987506,623504,Ramanathapuram,ANNAMALAI,Independent
SRI BALAJI HOSPITALS,"318/3B2, CHENNAI BY PASS SERVICE ROAD, NOLAMBUR, CHENNAI",TAMIL NADU,umathanmaran@gmail.com,"Nolambur Road, Nolambur, Ambattur Industrial Estate, Chennai, Tamil Nadu 600037",13.0776029,80.1410618,600037,Chennai,BALAJI,Chained
SRI BALAJI NURSING HOME,"427/138 KAMARAJ NAGAR, RAJAPALAYAM",TAMIL NADU,drdjp1946@gmail.com,"340, Bharathi Nagar, Rajapalayam, Tamil Nadu 626108",11.1973909,73.3058734,626108,Virudhunagar,BALAJI,Chained
SRI BALAJI NURSING HOME AND CLINIC,"107,TRICHY ROAD,MANAPARAI.",TAMIL NADU,drchinrasu@gmail.com,"Rd, vidathilampatty, Tamil Nadu 621306",10.6103007,78.4030426,621306,Trichy,BALAJI,Chained
Sri Chakra Fertility,"NO:4, Dr. Natesan Road, Ashok Nagar, Chennai",TAMIL NADU,srichakrafertility@gmail.com,"NO:4, Dr Natesan Salai, Raghavareddy Colony, Zaffarkhanpet, Ashok Nagar, Chennai, Tamil Nadu 600083",13.0370504,80.1911885,600083,Chennai,CHAKRA,Independent
SRI CHANDRA SEKARA HOSPITALS PVT LTD,SF 749 AVALAPALLI HOUSING BOARD BAGALUR ROAD HOSUR,TAMIL NADU,scshospitals@gmail.com,"Door No: 6/889, S.F. No: 691 & 692, Bagalur Rd, near IOC Petrol Bunk, NGGO's Colony, Hosur, Avalapalli Hudco, Tamil Nadu 635109",12.7463061,77.8131943,635109,Krishnagiri,CHANDRA,Independent
SRI GANESH FERTILITY CENTER,"451,on Avinashi Road,Near Fun Mall,Peelamedu",TAMIL NADU,ganeshfertility@gmail.com,"451, Avinashi Road, Opp.Tirupur Textiles, Masakalipalayam, Peelamedu, 451, Avinashi Rd, Opp Thirupur Textiles, Peelamedu, Coimbatore, Tamil Nadu 641004",11.0249562,76.9908696,641004,Coimbatore,GANESH,Independent
Sri Hari hospital,"plot no 11 ,13 th cross street, pkm Nagar, karuppayurani madurai 20",TAMIL NADU,jeyanthiprabha76@gmail.com,"W5GG+V93, Karuppayurani, Tamil Nadu 625020",9.9271833,78.1553254,625020,Madurai,HARI,Independent
Sri kanna hospital,"No: 4, Esakkiamman Kovil Street, chinthamani-Puliangudi-627855.",TAMIL NADU,srikannahospitaliui@gmail.com,"4, Essakiamman Kovil street , Chintamani, puliangudi, Puliyangudi, Tamil Nadu 627855",9.1848243,77.3824989,627855,Tirunelveli,KANNA,Independent
SRI KAUVERY MEDICAL CARE (INDIA) LTD,"NO 2/473 RADIAL ROAD, KOVILAMBAKKAM, CHENNAI",TAMIL NADU,maaivf.krr@kauveryhospital.com,"2/473, 200 Feet Radial Rd, Ganapathy Nagar, Kovilambakkam, Chennai, Tamil Nadu 600129",12.9483019,80.1690678,600129,Chennai,KAUVERY,Chained
SRI KUMARAN  HOSPITAL,2 MUNICIPAL COLONY 10 TH CROSS MEDICAL COLLEGE ROAD THANJAVUR,TAMIL NADU,srikumarangastro@gmail.com,"Municipal Colony, Eiswari Nagar, Thanjavur, Tamil Nadu 613007",10.767761,79.1087004,613007,Thanjavur,KUMARAN,Independent
SRI LINGAMMAL MEDICAL CENTRE,"32/173,SOLAIMALAI AYYANAR KOVIL 2 ND STREET,40FT SCHEME ROAD,THENI",TAMIL NADU,slmcmedicalcentre@gmail.com,"32/173, Sree Selva Ganapahy ave, 40 Feet Thittasalai, Solamalai Ayyanar Kovil Street, Theni, Tamil Nadu 625531, NRT Nagar, Theni, Tamil Nadu 625531",10.0056483,77.4639982,625531,Madurai,LINGAMMAL,Independent
SRI NARAYANA MEDICAL CENTRE,"524,MTH ROAD,AMBATTUR,CHENNAI",TAMIL NADU,srinarayanamedicalcentre@gmail.com,"524, Chennai - Tiruvallur High Rd, Lenin Nagar, Ambattur, Chennai, Tamil Nadu 600053",13.1239512,80.124224,600053,Chennai,NARAYANA,Independent
SRI NARAYANI HOSPITAL & RESEARCH CENTRE,"THIRUMALAIKODI, SRIPURAM, VELLORE",TAMIL NADU,ao@snhrc.org,"Azad Rd, Thirumalaikodi, Vellore, Tamil Nadu 632055",12.8705207,79.0693674,632055,Vellore,NARAYANI,Independent
Sri ragavendra fertility centre,"No 167,srinagar 1st street,medical college post",TAMIL NADU,sriragavendrafertilitycentretn@gmail.com,"167, Sri Nagar First Street, Medical College Rd, Thanjavur, Tamil Nadu 613004",11.912152,77.0368275,613004,Thanjavur,RAGAVENDRA,Independent
Sri Ramachandra Medical Centre for Assisted Reproductive Technology (SMART),"Sri Ramachandra Medical College and Research Centre 1, Sri Ramachandra Nagar, Porur, Chennai, Tamilnadu",TAMIL NADU,smartsrmc@gmail.com,"No.1, Ramachandra Nagar, Sri Ramachandra Nagar, Chennai, Tamil Nadu 600116",13.0391373,80.1384161,600116,Chennai,RAMACHANDRA,Independent
Sri Sai Speciality Clinic,"Old no 2, new no 5, Maharaja surya road, Alwarpet,Chennai",TAMIL NADU,sairam_subramanian@hotmail.com,"5-2, Maharaja Surya Rd, Vannia Teynampet, Venus Colony, Alwarpet, Chennai, Tamil Nadu 600018",13.039194,80.2335724,600018,Chennai,SAI,Chained
SRI SANJEEVI HOSPITAL,"52B 8/6 DURUGAM ROAD, KALLAKURICHI",TAMIL NADU,ssh200732@yahoo.com,"52 B, 8/6, Durugam Rd, Kottaimedu, Kallakurichi, Tamil Nadu 606202",11.7382829,78.9459479,606202,Kallakurichi,SANJEEVI,Independent
SRI SHAKTHY HOSPITAL,"NO,1,NEHRU NAGAR,POLICEQUARTERS ROAD,BHARATHI NAGAR,GANAPATHY,COIMBATORE",TAMIL NADU,sakthi.orbito@gmail.com,"Police Quarters Rd, Om Sakthi Nagar Extension, Bharathi Nagar, Raja Nagar, Ganapathy, Coimbatore, Tamil Nadu 641006",11.0475695,76.9724628,641006,Coimbatore,SHAKTHY,Independent
Sri shivanie fertility centre,Sri shivanie health care 36 thepperumanallur road sekkankanni Kumbakonam,TAMIL NADU,srishivaniehealthcare@gmail.com,"36 thepperumanallur road, Sekkanganni St, Kumbakonam, Tamil Nadu 612001",10.9607031,79.3816722,612001,Thanjavur,SHIVANIE,Independent
SRI SUBAM NURSING HOME,"23, MELA PONNAGARAM MAIN ROAD",TAMIL NADU,koothan05@gmail.com,"23, 23, Mela Ponnagaram Main Rd, Melaponnagaram, West Ponnagaram, Arappalayam, Madurai, Tamil Nadu 625016",9.931388,78.1035037,625016,Madurai,SUBAM,Independent
SRI VAISHNAVI NURSING HOME,"C57, 2ND MAIN ROAD, THIRUVENGADA NAGAR, AMBATTUR, CHENNAI",TAMIL NADU,umamaheswarisvnh@gmail.com,"C-57, 2nd Main Rd, Thiruvengada Nagar, Ambattur, Chennai, Tamil Nadu 600053",13.1165165,80.125434,600053,Chennai,VAISHNAVI,Independent
Sri Vignesh Medical Centre,"3,vasanth nagar, Trichy road , Singanallur, Coimbatore",TAMIL NADU,drsaravana615@gmail.com,"2, Trichy Rd, opposite to TNHB Housing Unit, Vasanth Nagar, Singanallur, Tamil Nadu 641005",10.9995223,77.0055736,641005,Coimbatore,VIGNESH,Chained
Sridhar fertility centre,"46 D north street, Tiruvarur",TAMIL NADU,sriivf15@gmail.com,"46 D, North St, near Bank of India, Madappuram, Thiruvarur, Tamil Nadu 610001",10.7780369,79.6119399,610001,Thiruvarur,SRIDHAR,Independent
SRIKAMATCHI MEDICAL CENTRE,NO 37 TRICHY MAIN ROAD NEAR SERFOJI COLLEGE,TAMIL NADU,info@smclife.in,"AVP Azhagammal Nagar, Thanjavur, Tamil Nadu 613005",10.7527038,79.1107684,613005,Thanjavur,SRIKAMATCHI,Independent
SRIMATHI PATTAMMAL MATERNITY AND CHILD WELFARE HOSPITAL,112-A North Street,TAMIL NADU,smtphos@gmail.com,"100, North Street, Thirukoilure, Tamil Nadu 605757",10.6178238,72.8697349,605757,Viluppuram,SRIMATHI,Independent
srinivasan hospital,no96/6 Attur road Thuraiyur,TAMIL NADU,drkumarsrinivasan@gmail.com,"SH 30, Thuraiyur, Tamil Nadu 621010",11.1535075,78.573842,621010,Trichy,SRINIVASAN,Independent
Srisai Subhramaniya Hospitals Private Limited,35 36 Masilamaneeswarar nagar Thirumullaivoyal,TAMIL NADU,srisaisubhramaniyahospitals@gmail.com,"35 36 Masilamaneeswarar Nagar, 2nd St, Ettiammai Nagar, Thirumullaivoyal, Chennai, Tamil Nadu 600062",13.1386424,80.1127901,600062,Chennai,SRISAI,Independent
SRISAINATHHOSPITAL AND RESEARCH INSTITUTE,OLD NO 11 NEW NO 9 MCNICHOLS ROAD 4TH LANE CHETPET,TAMIL NADU,srisainathhospitalri@gmail.com,"No 11, MC Nichols Road G7 4th Street police station, opposite to Chetpet, Chennai, Tamil Nadu 600031",13.0708532,80.2201418,600031,Chennai,SRISAINATHHOSPITAL,Independent
SRM Institutes for Medical Sciences,"No.1 Jawaharlal Nehru Road, Landmark:, next to Vadapalani Metro station",TAMIL NADU,obgyivf@simshospitals.com,"Vadapalani, Chennai, Tamil Nadu 600026",13.0519191,80.1905946,600026,Chennai,SRM,Independent
Sruthi Hospital,No 111/E Gandhi Road Near Bus stand Sivakasi,TAMIL NADU,sruthihospital@gmail.com,"Gandhi Rd, Parapatti, Sivakasi, Tamil Nadu 626123",9.4441507,77.7813247,626123,Virudhunagar,SRUTHI,Independent
ss fertility centre,"lakshmi sundaravadanan hospital, 134, poonamallee high road, chennai",TAMIL NADU,drsudhashivkumar@gmail.com,"134 950, Poonamallee High Rd, Egmore, Chennai, Tamil Nadu 600084",13.0793592,80.2352409,134950,Chennai,SS,Chained
SS MEDICAL CENTRE,"14-1, Arthanari Nagar, Opposite to New Bus Stand, Salem",TAMIL NADU,ssmedicalcentre.s@gmail.com,"14-1, New Bus Stand Rd, Arthanari Nagar, Swarnapuri, Salem, Tamil Nadu 636004",11.6714074,78.1191051,636004,Salem,SS,Chained
ST. MARYS HOSPITAL,"20C, NARASIMMA ACHARI STREET, DHARMAPURI",TAMIL NADU,maryhospital944@gmail.com,"Dharmapuri, Tamil Nadu 636701",12.1283677,78.1575558,636701,Salem,ST,Independent
ST.MARYS HOSPITAL,"No.11, MADURAI MAIN ROAD, CHINTHAMANI, PULIANGUDI",TAMIL NADU,stmaryshospitalpuliangudi@gmail.com,"5CP3+H4C, Chinthamani, Tamil Nadu 627855",9.186411,77.3819997,627855,Tirunelveli,STMARY,Independent
Subbu nursing home,"314,kamarajanor road.,Attur, tk Salem dt",TAMIL NADU,dr.pallavi87@yahoo.com,"314, Kamarajanar Rd, Pungavadi Puthur, Attur, Tamil Nadu 636102",11.5966775,78.5817057,636102,Salem,SUBBU,Independent
subham hospital,"opp.bus stand,kakapalayam main road,mottur,ellampillai,salem",TAMIL NADU,hospitalsubam@gmail.com,"op.Bus stand Kakapalayam Main Road Edanganasalai, Mottur, Elampillai, Tamil Nadu 637502",11.6069962,77.9836122,637502,Namakkal,SUBHAM,Independent
SUDHA HOSPITAL PRIVATE LIMITED,"75/6,BRINDAVAN ROAD,FAIRLANDS,SALEM",TAMIL NADU,sudhainfertilitysalem@gmail.com,"Fairlands, Salem, Tamil Nadu 636004",12.276856,76.5641904,636004,Salem,SUDHA,Chained
SUDHA HOSPITALS,"13A-1 WILLIAMS ROAD, CANTONMENT, (OPP) FEMINA HOTEL, TRICHY",TAMIL NADU,sudhainfertilitytrichy@gmail.com,"13/A1, Williams Rd, opposite to Femina Hotel, Cantonment, Tiruchirappalli, Tamil Nadu 620001",10.8113132,78.6733981,620001,Trichy,SUDHA,Chained
Sudha Hospitals Private limited,"Krishnammal Memorial Hospital, No. 293, Periyakulam - Cumbum Rd, near Fire Service, Allinagaram, Konduraja Line,",TAMIL NADU,sudhainfertilitytheni@gmail.com,"293, Periyakulam Main Rd, near Aravind Eye Hospital, Konduraja Line, Theni, Unjampatti, Tamil Nadu 625531",10.020454,77.4771516,625531,Madurai,SUDHA,Chained
SUDHA HOSPITALS PRIVATE LIMITED,"C/O AMC SUPER SPECIALITY HOSPITAL,141,KAMARAJ ROAD,PALLADAM MAIN ROAD,TIRUPUR",TAMIL NADU,sudhainfertilitytup@gmail.com,"141, Kamaraj Road, Palladam Main Rd, near Old Bus Stand, Tiruppur, Tamil Nadu 641604",11.0852088,77.3014679,641604,Coimbatore,SUDHA,Chained
SUDHA HOSPITALS PVT LTD,"No.24, 4th East Cross Road, Gandhi Nagar, Vellore",TAMIL NADU,sudhalabvellore@gmail.com,"X45R+C2X, 24, 4th East Cross Rd, Suthanthira Ponvizha Nagar, Gandhi Nagar, Vellore, Tamil Nadu 632006",12.9586666,79.1196777,632006,Vellore,SUDHA,Chained
"SUDHA HOSPITALS( WOMEN, CHILD CARE & FERTILITY CENTRE","410, BHARATHIYAR ROAD, NEW SIDDHA PUDUR, COIMBATORE",TAMIL NADU,sudhainfertilitycoimbatore@gmail.com,"410, Bharathiyar Rd, Siddhapudur, New Siddhapudur, Coimbatore, Tamil Nadu 641044",11.0168135,76.9548398,641044,Coimbatore,SUDHA,Chained
"Sudha hospitals, Women ,Child care and Fertility centre","No.940, EVR Periyar Salai,Poonamalli High Road, Purasaiwalkam,Chennai",TAMIL NADU,ao.chennai@sudhahospitals.com,"No.940, EVR Periyar Road, Poonamalli, High Road, opp. Old Dasprakash Hotel, Purasaiwakkam, Chennai, Tamil Nadu 600084",13.0791424,80.2336295,600084,Chennai,SUDHA,Chained
SUDHA MOTHER AND CHILD CARE,"151, PERUNDURAI ROAD ERODE",TAMIL NADU,coomcc2020@gmail.com,"Sudha Fertility Centre, 162, 181, Perundurai Rd, Edayankattuvalasu, Erode, Tamil Nadu 638011",11.3372076,77.6903137,638011,Erode,SUDHA,Chained
SUDHA SUNDAR HOSPITAL,"BALAMORE ROAD, MELAPUTHERY, NAGERCOIL",TAMIL NADU,SUDHASUNDARHOSPITAL@HOTMAIL.COM,"Balamore Road, Mela Putheri, Nagercoil, Putheri, Tamil Nadu 629001",8.2130189,77.4113359,629001,Kanyakumari,SUDHA,Chained
SUDHANUSHA QUINTESSENTIAL HEALTHCARE OPC (P) LTD,"174, VELACHERRY MAIN ROAD",TAMIL NADU,sudhanushaquintessential@gmail.com,"Lake, 7/14, 7th Cross Street, near Velachery, Rajalakshmi Nagar, Velachery, Chennai, Tamil Nadu 600042",12.9942215,80.0990604,600042,Chennai,SUDHANUSHA,Independent
Sugan hospital,"2/345a, Pandian salai, Neelankarai",TAMIL NADU,bhuvima1106@gmail.com,"2/345a, Pandian Salai, Saraswathi Nagar, Neelankarai, Chennai, Tamil Nadu 600115",12.9495595,80.2306825,600115,Chennai,SUGAN,Independent
SUHA WELL WOMEN AND FERTILITY CLINIC,"NO.3, SRIDEVI GARDEN MAIN ROAD, VALASARAVAKKAM, CHENNAI-87",TAMIL NADU,tamizpond@yahoo.co.in,"3, Shridevikuppam Main Rd, East Kamakoti Nagar, Valasaravakkam, Chennai, Tamil Nadu 600087",13.0423606,80.1550458,600087,Chennai,SUHA,Independent
SUMATHI FERTILITY CENTRE,334 - A  ANNA NAGAR MADURAI,TAMIL NADU,sumathihospital@gmail.com,"334-A, 1st East Main Rd, Anna Nagar, Madurai, Tamil Nadu 625020",9.9237497,78.1441315,625020,Madurai,SUMATHI,Independent
sundaram multi speciality hospital,"sadagopan street, North udayarpalayam, Attur",TAMIL NADU,smshospital@hotmail.com,"sadagopan street, 89, near Gandhi Statue, Udayarpalayam, Attur, Tamil Nadu 636102",11.6002939,78.5729618,636102,Salem,SUNDARAM,Independent
SUNRISEFERTILITYCENTRE,"17 d, T.P.K. ROAD, NEAR SAIBABA TEMPLE, GOWTHAM HOSPITEL UPSTAIR, ANDALPURAM,MADURAI",TAMIL NADU,sunrisefertilitycentre@gmail.com,"Door No 105, Plot 13, Neelagandan Street, Pasumpon Nagar, Palangantham, Madurai, Tamil Nadu 625003",9.9060865,78.0854723,625003,Madurai,SUNRISEFERTILITYCENTRE,Independent
SUPA HOSPITAL,"V.C.V PETTAI ,CSI  CHURCH OPPOSITE, METTUPALAYAM.",TAMIL NADU,supahospital@gmail.com,"299A, Nagapattinam - Coimbatore - Gundlupet Hwy, Mahadevapuram, Mettupalayam, Tamil Nadu 641301",11.3055278,76.915421,641301,Coimbatore,SUPA,Independent
SUPA HOSPITALS PRIVATE LIMITED,"37, SIDDHA VEERAPPA CHETTY STREET, DHARMAPURI",TAMIL NADU,drpsivaa@gmail.com,"37, Siddha Veerappachetty Street, near Bus Stand, Dharmapuri, Tamil Nadu 636701",12.132739,78.1419416,636701,Salem,SUPA,Independent
SURABHI FERTILITY & TEST TUBE BABY CENTER - CHANDRABAI HOSPITAL,"93/44, PARTHASARATHY STREET, S S COLONY, MADURAI",TAMIL NADU,p.rajeshprabhu@gmail.com,"CHANDRA BAI HOSPITAL, R, Parthasarathy St, near BUY, Somasundaram colony, Madurai, Tamil Nadu 625016",9.9210529,78.0581952,625016,Madurai,SURABHI,Independent
